1,2
-8816.67617154594,32136.380687367244
8888.996516621006,-24213.875576608167
-1921.5923257371353,7956.268707487458
21424.930789823014,-59129.0029105724
-65050.43257383227,97167.55273832179
3699.2253717228295,-9265.721930792139
-5571.385941551178,20177.312447050714
12767.812801858814,-35768.57236972727
-10943.794797515158,41038.10210283012
38500.785325140874,51768.613941076874
-15.562304182065462,676.3391294365078
23917.484585271373,-66903.61884551334
5827.150245771988,-16169.062366179962
-4057.2047302496235,15086.929241184129
-38877.04283292439,78398.5059470883
-7417.734714559678,26826.228571581873
16682.457490309793,-47462.62025573213
-38897.63353248758,-4669.540873582122
9998.61030905584,-27066.04893298288
1892.932779626043,-4050.6216348408934
-9936.813648778296,38152.71764770263
11929.776797476297,-33025.30901300249
-27346.42143628298,16095.179302228276
-11288.424028844365,45359.713585236685
-6340.8540811695875,23041.81400978436
-49338.627922493746,-25870.3720405605
7227.153660382027,-20735.025157058673
-2753.3655028991384,10964.04165258576
4987.5748262041925,-13305.098224557203
-62830.23466540774,80591.26938721052
-323.79599923870046,3632.158127272219
10760.420067038385,-30237.881214310837
14202.807761346146,-39301.52682670453
19358.972229932057,-53918.86627096454
-9237.38174251015,34405.1482530549
24789.514590807623,-69711.9016291173
839.5689469062143,35827.13580636583
22229.268080032452,-61755.84963104811
15234.279742947829,75218.60789067789
-5546.573902214536,18845.965852988997
2851.843036069852,-6699.706392833249
-7938.844050287691,29725.042613510348
-1276.5369169124385,5841.517311461256
15338.494993010307,-42571.03869342787
6972.229609758658,-18682.210711217653
-54532.73973812265,-12197.371305934757
1438.857761416721,-2684.0456224120608
-10662.947526814269,43680.996210836725
-3401.4806137339906,13522.780028349955
8400.452234367958,-22601.690605501684
-4487.558899981165,16565.488818747242
-6738.245457318289,24589.713264696322
24702.56756003524,24828.99716625639
4350.507322387604,-11244.858628087984
-65156.315115373174,88667.22969780378
23395.176240448236,-64254.13411861417
-9471.219875825736,35812.140733061075
10609.321883177006,-28391.01504147697
797.1140967279073,-1210.9145274455918
